CODIGO;DISTRITO;DEPARTAMENTO;MUNICIPIO;ESTABLECIMIENTO;DIRECCION;TELEFONO;SUPERVISOR;DIRECTOR;NIVEL;SECTOR;AREA;STATUS;MODALIDAD;JORNADA;PLAN;DEPARTAMENTAL
10-01-0023-43;10-019;SUCHITEPEQUEZ;MAZATENANGO;"COLEGIO CIENTIFICO Y TECNOLOGICO ""BLAISE PASCAL""";1A. AVE. SUR FINAL 12-70 ZONA 2;78720586;REYNA DEL ROSARIO CHAVEZ BARROW DE PACHECO;BRYAN JOE CALDERON ALBERTO;PRIMARIA;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);SUCHITEPÉQUEZ
10-01-0024-43;10-019;SUCHITEPEQUEZ;MAZATENANGO;COLEGIO PRIVADO MIXTO LICEO MAZATECO;6A. AVENIDA 2-21 ZONA 1;78720482;REYNA DEL ROSARIO CHAVEZ BARROW DE PACHECO;SANDRY ZIOMARA MANCIO MENDEZ;PRIMARIA;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);SUCHITEPÉQUEZ
10-01-0025-43;10-019;SUCHITEPEQUEZ;MAZATENANGO;CPMI 'MARIA AUXILIADORA';3A. AVE. 8-49 ZONA 1;56994611;REYNA DEL ROSARIO CHAVEZ BARROW DE PACHECO;;PRIMARIA;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;MATUTINA;DIARIO(REGULAR);SUCHITEPÉQUEZ
10-01-0028-43;10-019;SUCHITEPEQUEZ;MAZATENANGO;COLEGIO PRIVADO MIXTO 'ESTHER CARRANZA';3A. AVE. 1-40 ZONA 2;78725047;REYNA DEL ROSARIO CHAVEZ BARROW DE PACHECO;;PRIMARIA;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);SUCHITEPÉQUEZ
10-01-0030-43;10-019;SUCHITEPEQUEZ;MAZATENANGO;"COLEGIO PRIVADO MIXTO ""PERPETUO SOCORRO""";1A. CALLE 3-39 ZONA 1;78718090;REYNA DEL ROSARIO CHAVEZ BARROW DE PACHECO;MARÍA DEL CARMEN GARCÍA JORGE;PRIMARIA;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);SUCHITEPÉQUEZ
10-01-0031-43;10-018;SUCHITEPEQUEZ;MAZATENANGO;"COLEGIO PARTICULAR MIXTO ""LA ILUSTRACION""";3A. AVE. 4-92 ZONA 1;78720044;JUANA MARIA CIFUENTES PEREZ;ANTONIO ROCHA RAMOS;PRIMARIA;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);SUCHITEPÉQUEZ
10-01-0032-43;10-001;SUCHITEPEQUEZ;MAZATENANGO;EOUM 'EL COMPROMISO';LOTIFICACION CALVILLO ZONA 3;50180377;RITA ELENA GONZALEZ GARCIA;;PRIMARIA;OFICIAL;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);SUCHITEPÉQUEZ
10-01-0033-43;10-001;SUCHITEPEQUEZ;MAZATENANGO;EOUV No.1 'JUSTO RUFINO BARRIOS';FINAL AVENIDA DOLORES FRENTE A OBRAS PUBLICAS;52133642;RITA ELENA GONZALEZ GARCIA;;PRIMARIA;OFICIAL;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);SUCHITEPÉQUEZ
10-01-0034-43;10-001;SUCHITEPEQUEZ;MAZATENANGO;EOUM '12 DE OCTUBRE';CANTON LA FLORIDA;41306895;RITA ELENA GONZALEZ GARCIA;;PRIMARIA;OFICIAL;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);SUCHITEPÉQUEZ
10-01-0035-43;10-001;SUCHITEPEQUEZ;MAZATENANGO;EOUM;COLONIA ACEITUNO;52267196;RITA ELENA GONZALEZ GARCIA;;PRIMARIA;OFICIAL;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);SUCHITEPÉQUEZ
10-01-0036-42;10-001;SUCHITEPEQUEZ;MAZATENANGO;EODP ANEXA A EOUM EL PORVENIR;BARRIO EL PORVENIR ZONA 4;78722942;RITA ELENA GONZALEZ GARCIA;;PARVULOS;OFICIAL;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);SUCHITEPÉQUEZ
10-01-0036-43;10-001;SUCHITEPEQUEZ;MAZATENANGO;EOUM;BARRIO EL PORVENIR;43158361;RITA ELENA GONZALEZ GARCIA;;PRIMARIA;OFICIAL;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);SUCHITEPÉQUEZ
10-01-0037-43;10-001;SUCHITEPEQUEZ;MAZATENANGO;EOUM;1A. CALLE Y 11 AVENIDA ZONA 2, COLONIA LOS ALMENDROS;41490024;RITA ELENA GONZALEZ GARCIA;;PRIMARIA;OFICIAL;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);SUCHITEPÉQUEZ
10-01-0038-43;10-001;SUCHITEPEQUEZ;MAZATENANGO;EOUM;9A. CALLE ZONA 3, COLONIA SAN ANDRES;59689405;RITA ELENA GONZALEZ GARCIA;;PRIMARIA;OFICIAL;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);SUCHITEPÉQUEZ
10-01-0039-43;10-001;SUCHITEPEQUEZ;MAZATENANGO;EOUM;LOTIFICACION DIAZ CAJAS;44548290;RITA ELENA GONZALEZ GARCIA;;PRIMARIA;OFICIAL;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);SUCHITEPÉQUEZ
10-01-0040-43;10-001;SUCHITEPEQUEZ;MAZATENANGO;EOUM DE APLICACION ADSCRITA AL INSTITUTO 'RAFAEL LANDIVAR';COLONIA OBREGON;58373457;RITA ELENA GONZALEZ GARCIA;;PRIMARIA;OFICIAL;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);SUCHITEPÉQUEZ
10-01-0041-43;10-001;SUCHITEPEQUEZ;MAZATENANGO;EOUM RUBEN VILLAGRAN PAUL;1A. AVE. Y 1A. CALLE COLONIA LA INDEPENDENCIA ZONA 2;59497793;RITA ELENA GONZALEZ GARCIA;;PRIMARIA;OFICIAL;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);SUCHITEPÉQUEZ
10-01-0042-43;10-001;SUCHITEPEQUEZ;MAZATENANGO;EOUM;2A. AVENIDA 1-60 ZONA 3, BARRIO SAN BENITO;78718218;RITA ELENA GONZALEZ GARCIA;;PRIMARIA;OFICIAL;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);SUCHITEPÉQUEZ
10-01-0043-43;10-001;SUCHITEPEQUEZ;MAZATENANGO;EOUM;COLONIA FLOR DEL CAFE;41309014;RITA ELENA GONZALEZ GARCIA;;PRIMARIA;OFICIAL;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);SUCHITEPÉQUEZ
10-01-0044-43;10-001;SUCHITEPEQUEZ;MAZATENANGO;EOUM NO.3 CARLOS MARROQUIN HIDALGO;5A.CALLE ENTRE 4A. Y 5A. AVENIDA 3-98 ZONA 1.;78726262;RITA ELENA GONZALEZ GARCIA;;PRIMARIA;OFICIAL;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);SUCHITEPÉQUEZ
10-01-0045-43;10-001;SUCHITEPEQUEZ;MAZATENANGO;EOUM NO.2 MARIANO GALVEZ;7A. AVE. Y 8A. CALLE ZONA 1;56900421;RITA ELENA GONZALEZ GARCIA;;PRIMARIA;OFICIAL;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);SUCHITEPÉQUEZ
10-01-0046-43;10-001;SUCHITEPEQUEZ;MAZATENANGO;EOUN No.3 '15 DE SEPTIEMBRE';CONTIGUO INSTITUTO RAFAEL LANDIVAR;;RITA ELENA GONZALEZ GARCIA;;PRIMARIA;OFICIAL;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);SUCHITEPÉQUEZ
10-01-0047-43;10-001;SUCHITEPEQUEZ;MAZATENANGO;EOUN No.2 '25 DE JUNIO';CONTIGUO A INSTITUTO RAFAEL LANDIVAR;43081971;RITA ELENA GONZALEZ GARCIA;;PRIMARIA;OFICIAL;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);SUCHITEPÉQUEZ
10-01-0048-43;10-001;SUCHITEPEQUEZ;MAZATENANGO;EOUM NO.1 MARIA CHINCHILLA;1A. AVENIDA 0-03 ZONA 2 CANTON SANTA CRISTINA;58427383;RITA ELENA GONZALEZ GARCIA;;PRIMARIA;OFICIAL;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);SUCHITEPÉQUEZ
10-01-0049-43;10-001;SUCHITEPEQUEZ;MAZATENANGO;EOUM 'SANTA MARTA Y LAS FLORES';1A. CALLE Y 4A. AVENIDA ZONA 3, BARRIO SANTA MARTA;78724867;RITA ELENA GONZALEZ GARCIA;;PRIMARIA;OFICIAL;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);SUCHITEPÉQUEZ
10-01-0050-42;10-018;SUCHITEPEQUEZ;MAZATENANGO;EPDP ANEXA A EOUM 'RAFAEL LANDIVAR';12 CALLE 3-57 ZONA 1;;JUANA MARIA CIFUENTES PEREZ;;PARVULOS;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;MATUTINA;DIARIO(REGULAR);SUCHITEPÉQUEZ
10-01-0050-43;10-019;SUCHITEPEQUEZ;MAZATENANGO;"COLEGIO PRIVADO ""RAFAEL LANDIVAR""";12 CALLE 4-57 ZONA 1;78722086;REYNA DEL ROSARIO CHAVEZ BARROW DE PACHECO;;PRIMARIA;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);SUCHITEPÉQUEZ
10-01-0052-42;10-002;SUCHITEPEQUEZ;MAZATENANGO;EODP ANEXA A EORN;ALDEA SAN RAFAEL TIERRAS DEL PUEBLO;;JUAN DE DIOS PEREZ SANCHEZ;;PARVULOS;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);SUCHITEPÉQUEZ
10-01-0052-43;10-002;SUCHITEPEQUEZ;MAZATENANGO;EORN;ALDEA SAN RAFAEL TIERRAS DEL PUEBLO;54701365;JUAN DE DIOS PEREZ SANCHEZ;;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);SUCHITEPÉQUEZ
10-01-0053-43;10-002;SUCHITEPEQUEZ;MAZATENANGO;EORM;CANTON GRANADA;;JUAN DE DIOS PEREZ SANCHEZ;;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);SUCHITEPÉQUEZ
10-01-0054-43;;SUCHITEPEQUEZ;MAZATENANGO;EORM;ALDEA LAS DELICIAS CHURIRIN;;;;PRIMARIA;OFICIAL;RURAL;CERRADA TEMPORALMENTE;MONOLINGUE;MATUTINA;DIARIO(REGULAR);SUCHITEPÉQUEZ
10-01-0055-43;10-002;SUCHITEPEQUEZ;MAZATENANGO;EORM;CASERIO JAPON NACIONAL VIA TAHUEXCO;50168919;JUAN DE DIOS PEREZ SANCHEZ;;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);SUCHITEPÉQUEZ
10-01-0056-42;10-002;SUCHITEPEQUEZ;MAZATENANGO;EODP ANEXA A EOR DE VARONES SAN BARTOLOME;ALDEA EL PROGRESO;58738575;JUAN DE DIOS PEREZ SANCHEZ;;PARVULOS;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);SUCHITEPÉQUEZ
10-01-0056-43;10-002;SUCHITEPEQUEZ;MAZATENANGO;EORV 'SAN BARTOLOME';ALDEA EL PROGRESO;58738575;JUAN DE DIOS PEREZ SANCHEZ;;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);SUCHITEPÉQUEZ
10-01-0057-43;10-002;SUCHITEPEQUEZ;MAZATENANGO;EORM;ALDEA TAHUEXCO;;JUAN DE DIOS PEREZ SANCHEZ;;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);SUCHITEPÉQUEZ
10-01-0058-43;10-002;SUCHITEPEQUEZ;MAZATENANGO;EORN;SECTOR 1, ALDEA EL PROGRESO;55049663;JUAN DE DIOS PEREZ SANCHEZ;.;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);SUCHITEPÉQUEZ
10-01-0059-42;10-002;SUCHITEPEQUEZ;MAZATENANGO;EODP ANEXA A EORM;PARCELAMIENTO JAPON NACIONAL SECTOR B;58799781;JUAN DE DIOS PEREZ SANCHEZ;;PARVULOS;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);SUCHITEPÉQUEZ
10-01-0059-43;10-002;SUCHITEPEQUEZ;MAZATENANGO;EORM;SECTOR 'B' PARCELAMIENTO JAPON NACIONAL;58799781;JUAN DE DIOS PEREZ SANCHEZ;;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);SUCHITEPÉQUEZ
10-01-0060-43;10-002;SUCHITEPEQUEZ;MAZATENANGO;EORM 'EL CRISTO';ALDEA EL CRISTO;47684729;JUAN DE DIOS PEREZ SANCHEZ;;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);SUCHITEPÉQUEZ
10-01-0061-43;10-002;SUCHITEPEQUEZ;MAZATENANGO;EORM;CANTON COCALES;54644239;JUAN DE DIOS PEREZ SANCHEZ;MEPU;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);SUCHITEPÉQUEZ
10-01-0062-43;10-002;SUCHITEPEQUEZ;MAZATENANGO;EORV;ALDEA SAN RAFAEL TIERRAS DEL PUEBLO;42848566;JUAN DE DIOS PEREZ SANCHEZ;;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);SUCHITEPÉQUEZ
10-01-0063-43;10-002;SUCHITEPEQUEZ;MAZATENANGO;EORM '15 DE SEPTIEMBRE';ALDEA BRACITOS;55111413;JUAN DE DIOS PEREZ SANCHEZ;;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);SUCHITEPÉQUEZ
10-01-0064-43;10-002;SUCHITEPEQUEZ;MAZATENANGO;EPRM 'CHITALON';FINCA CHITALON;78723475;JUAN DE DIOS PEREZ SANCHEZ;;PRIMARIA;PRIVADO;RURAL;CERRADA TEMPORALMENTE;MONOLINGUE;MATUTINA;DIARIO(REGULAR);SUCHITEPÉQUEZ
10-01-0065-43;10-002;SUCHITEPEQUEZ;MAZATENANGO;EPRM;HACIENDA PANCHOTE ALDEA SAN RAFAEL TIERRAS DEL PUEBLO;43412425;JUAN DE DIOS PEREZ SANCHEZ;;PRIMARIA;PRIVADO;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);SUCHITEPÉQUEZ
10-01-0066-43;10-002;SUCHITEPEQUEZ;MAZATENANGO;EPRM 'CENTENARIO';FINCA SAN ISIDRO;;JUAN DE DIOS PEREZ SANCHEZ;;PRIMARIA;PRIVADO;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);SUCHITEPÉQUEZ
10-01-0067-43;10-002;SUCHITEPEQUEZ;MAZATENANGO;EORM;ALDEA SAN JOSE CHIMULBUA;56448557;JUAN DE DIOS PEREZ SANCHEZ;;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);SUCHITEPÉQUEZ
10-01-0068-44;10-001;SUCHITEPEQUEZ;MAZATENANGO;EOPA;7A AVE. Y 8A CALLE ZONA 1;51259049;RITA ELENA GONZALEZ GARCIA;;PRIMARIA DE ADULTOS;OFICIAL;URBANA;ABIERTA;MONOLINGUE;NOCTURNA;DIARIO(REGULAR);SUCHITEPÉQUEZ
10-01-0069-45;10-018;SUCHITEPEQUEZ;MAZATENANGO;INEB CON ORIENTACION OCUPACIONAL 'LIC. JULIO CESAR MENDEZ MONTENEGRO';CANTON SANTA CRISTINA ZONA 2;78720279;JUANA MARIA CIFUENTES PEREZ;;BASICO;OFICIAL;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);SUCHITEPÉQUEZ
10-01-0070-45;10-018;SUCHITEPEQUEZ;MAZATENANGO;INEB CON ORIENTACION OCUPACIONAL 'LIC. JULIO CESAR MENDEZ MONTENEGRO';CANTON SANTA CRISTINA ZONA 2;56335202;JUANA MARIA CIFUENTES PEREZ;;BASICO;OFICIAL;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);SUCHITEPÉQUEZ
10-01-0071-45;10-018;SUCHITEPEQUEZ;MAZATENANGO;INEB ADSCRITO A ESCUELA NACIONAL DE CIENCIAS COMERCIALES;CANTON SANTA CRISTINA;78721114;JUANA MARIA CIFUENTES PEREZ;.;BASICO;OFICIAL;URBANA;ABIERTA;MONOLINGUE;NOCTURNA;DIARIO(REGULAR);SUCHITEPÉQUEZ
10-01-0072-42;10-018;SUCHITEPEQUEZ;MAZATENANGO;COLEGIO LATINOAMERICANO GOSPEL;12 CALLE 4-45, ZONA 1;77911907;JUANA MARIA CIFUENTES PEREZ;CELESTE ALEJANDRA FRATTI FIGUEROA;PARVULOS;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);SUCHITEPÉQUEZ
10-01-0073-45;10-019;SUCHITEPEQUEZ;MAZATENANGO;COLEGIO LATINOAMERICANO GOSPEL;SALIDA A GUATEMALA KM. 150.5;78723282;REYNA DEL ROSARIO CHAVEZ BARROW DE PACHECO;MARIA LEONOR PENAGOS DE LOPEZ;BASICO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;DOBLE;FIN DE SEMANA;SUCHITEPÉQUEZ
10-01-0074-45;10-019;SUCHITEPEQUEZ;MAZATENANGO;INSTITUTO DE COMPUTACION INFORMATICA;COLONIA SAN BARTOLOME, 4A. CALLE FINAL;78679005;REYNA DEL ROSARIO CHAVEZ BARROW DE PACHECO;JOSE MARIA RODRIGUEZ TOMAS;BASICO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);SUCHITEPÉQUEZ
10-01-0075-45;10-018;SUCHITEPEQUEZ;MAZATENANGO;COLEGIO LATINOAMERICANO GOSPEL;12 CALLE 4-45, ZONA 1;77911907;JUANA MARIA CIFUENTES PEREZ;CELESTE ALEJANDRA FRATTI FIGUEROA;BASICO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);SUCHITEPÉQUEZ
10-01-0076-45;10-019;SUCHITEPEQUEZ;MAZATENANGO;"COLEGIO CIENTIFICO Y TECNOLOGICO ""BLAISE PASCAL""";1RA. AV. SUR FINAL 12-70 ZONA 2;59809378;REYNA DEL ROSARIO CHAVEZ BARROW DE PACHECO;BRYAN JOE CALDERON ALBERTO;BASICO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);SUCHITEPÉQUEZ
